nospo_rouge1_P,nospo_rouge1_R,nospo_rouge1_F1,santa_rouge1_P,santa_rouge1_R,santa_rouge1_F1,spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1,Textrank_rouge1_P,Textrank_rouge1_R,Textrank_rouge1_F1
1.0,0.96875,0.984126979128244,1.0,0.90625,0.9508196671432412,1.0,0.875,0.9333333283555556,1.0,0.59375,0.7450980345405613
0.8823529411764706,0.6382978723404256,0.740740735869532,0.9722222222222222,0.7446808510638298,0.8433734890637248,1.0,0.7446808510638298,0.853658531692445,1.0,0.6382978723404256,0.7792207744644967
0.9411764705882352,0.8421052631578947,0.888888883904321,0.96875,0.8157894736842105,0.8857142807510204,1.0,0.9473684210526316,0.9729729679766254,1.0,0.9473684210526316,0.9729729679766254
0.9850746268656716,0.8354430379746836,0.9041095840748732,0.9824561403508772,0.7088607594936709,0.8235294068955451,0.9666666666666668,0.7341772151898734,0.8345323691941412,1.0,0.759493670886076,0.8633093476114073
1.0,0.8717948717948718,0.9315068443385252,1.0,0.9743589743589745,0.9870129820138304,0.9722222222222222,0.8974358974358975,0.9333333283413332,1.0,0.282051282051282,0.4399999965680001
0.979591836734694,0.6666666666666666,0.7933884249327231,0.903846153846154,0.6527777777777778,0.7580645112591051,0.9814814814814816,0.7361111111111112,0.8412698363718824,1.0,0.5694444444444444,0.7256637121904613
1.0,0.9090909090909092,0.9523809473922904,1.0,0.9090909090909092,0.9523809473922904,1.0,0.9090909090909092,0.9523809473922904,1.0,0.6666666666666666,0.7999999952000001
0.9649122807017544,0.8461538461538461,0.9016393392837948,0.981132075471698,0.8,0.8813559272550991,0.9833333333333332,0.9076923076923076,0.943999995008,1.0,0.7230769230769231,0.8392857094148597
0.95,0.76,0.8444444395061729,1.0,0.6133333333333333,0.7603305737996039,0.9692307692307692,0.84,0.8999999950255102,1.0,0.72,0.8372092974580855
0.9701492537313432,0.6989247311827957,0.8124999951320313,0.921875,0.6344086021505376,0.7515923518584934,0.9836065573770492,0.6451612903225806,0.7792207744366673,1.0,0.5698924731182796,0.726027392635579
0.8985507246376812,0.7469879518072289,0.8157894687266274,0.9076923076923076,0.7108433734939759,0.7972972923712565,0.9705882352941176,0.7951807228915663,0.8741721804798035,1.0,0.8313253012048193,0.9078947318845222
0.967741935483871,0.8653846153846154,0.9137055787719344,0.9444444444444444,0.6538461538461539,0.7727272678925621,0.967391304347826,0.8557692307692307,0.9081632603248648,1.0,0.3942307692307692,0.5655172373231867
0.963302752293578,0.7894736842105263,0.8677685900904994,0.9775280898876404,0.6541353383458647,0.7837837789801965,0.9743589743589745,0.8571428571428571,0.91199999502048,1.0,0.5413533834586466,0.7024390198329566
1.0,0.8076923076923077,0.8936170163331825,0.9818181818181818,0.6923076923076923,0.812030070337498,1.0,0.8589743589743589,0.924137926063258,1.0,0.6153846153846154,0.7619047571882087
