spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1
0.972972972972973,0.8181818181818182,0.888888883926231
0.9647058823529412,0.8723404255319149,0.9162011123310758
1.0,0.9262295081967213,0.9617021226669081
1.0,0.875,0.9333333283555556
1.0,0.7446808510638298,0.853658531692445
1.0,0.9473684210526315,0.9729729679766254
0.9666666666666667,0.7341772151898734,0.8345323691941412
0.9722222222222222,0.8974358974358975,0.9333333283413333
0.9814814814814815,0.7361111111111112,0.8412698363718824
1.0,0.9090909090909091,0.9523809473922903
0.9833333333333333,0.9076923076923077,0.943999995008
0.9692307692307692,0.84,0.8999999950255102
0.9836065573770492,0.6451612903225806,0.7792207744366673
0.9705882352941176,0.7951807228915663,0.8741721804798035
0.967391304347826,0.8557692307692307,0.9081632603248647
0.9743589743589743,0.8571428571428571,0.91199999502048
1.0,0.8589743589743589,0.924137926063258
0.9354838709677419,0.7733333333333333,0.8467153235121744
0.9852941176470589,0.8375,0.9054054004382762
0.9545454545454546,0.7,0.807692302810651
0.9452054794520548,0.7666666666666667,0.8466257619255524
0.9361702127659575,0.8461538461538461,0.8888888839016428
0.9767441860465116,0.84,0.9032258014799399
0.9722222222222222,0.813953488372093,0.8860759444063453
0.9714285714285714,0.9066666666666666,0.937931029488704
0.9411764705882353,0.75,0.8347826037595463
0.953125,0.7530864197530864,0.8413793054135553
1.0,0.9191919191919192,0.9578947318509696
0.9782608695652174,0.7142857142857143,0.8256880685161183
0.9743589743589743,0.8444444444444444,0.9047618997874151
0.967741935483871,0.6976744186046512,0.8108108059422938
0.95,0.8085106382978723,0.8735632134231736
1.0,0.8333333333333334,0.9090909041322315
0.9166666666666666,0.7333333333333333,0.8148148098765432
1.0,0.7857142857142857,0.8799999950720001
0.9215686274509803,0.7014925373134329,0.7966101645834531
0.9746835443037974,0.7938144329896907,0.8749999950522985
0.9629629629629629,0.8666666666666667,0.9122806967682365
1.0,0.9090909090909091,0.9523809473922903
0.9666666666666667,0.8055555555555556,0.8787878738292013
1.0,0.8780487804878049,0.935064930086018
0.9896907216494846,0.8807339449541285,0.9320388299684231
1.0,0.8297872340425532,0.9069767392293132
1.0,0.8,0.8888888839506174
0.96,0.7384615384615385,0.8347826037807184
1.0,0.8421052631578947,0.914285709322449
1.0,0.8688524590163934,0.9298245564281318
1.0,0.8947368421052632,0.9444444394598766
1.0,0.96875,0.984126979128244
1.0,0.9069767441860465,0.9512195072070198
