santa_rouge1_P,santa_rouge1_R,santa_rouge1_F1
0.9838709677419355,0.8133333333333334,0.8905109439501306
0.9512195121951219,0.6,0.7358490518600925
1.0,0.8421052631578947,0.914285709322449
0.9487179487179487,0.6065573770491803,0.739999995242
1.0,0.7894736842105263,0.8823529362456748
1.0,0.9375,0.967741930489074
0.9473684210526315,0.8372093023255814,0.8888888839079409
1.0,0.5384615384615384,0.6999999954500001
0.9714285714285714,0.85,0.906666661688889
0.9636363636363636,0.6625,0.7851851803566531
0.9655172413793104,0.8235294117647058,0.8888888839203831
0.9761904761904762,0.7592592592592593,0.8541666617447918
1.0,0.6904761904761905,0.8169014036183297
1.0,0.609375,0.7572815486926195
0.9642857142857143,0.72,0.824427476021211
1.0,0.7125,0.8321167834620918
1.0,0.7669902912621359,0.8681318632188142
0.9767441860465116,0.6363636363636364,0.7706421970574868
1.0,0.6049382716049383,0.7538461491491125
1.0,0.6764705882352942,0.8070175390458604
1.0,0.775,0.8732394317000597
1.0,0.7424242424242424,0.8521739081527411
0.9705882352941176,0.9166666666666666,0.9428571378612245
0.9833333333333333,0.8428571428571429,0.9076923027218935
0.9420289855072463,0.7065217391304348,0.8074534112511093
0.9285714285714286,0.5909090909090909,0.722222217469136
0.9382716049382716,0.7169811320754716,0.8128342196882953
0.9795918367346939,0.8135593220338984,0.8888888839317559
0.9333333333333333,0.7368421052631579,0.8235294068339101
0.9454545454545454,0.65,0.7703703655418381
1.0,0.8191489361702128,0.9005847903710544
0.9361702127659575,0.7333333333333333,0.8224299016158617
0.9696969696969697,0.6956521739130435,0.8101265774138761
0.9772727272727273,0.7818181818181819,0.868686863748597
0.9607843137254902,0.7538461538461538,0.8448275812797265
0.9705882352941176,0.717391304347826,0.8249999951125
1.0,0.7936507936507936,0.8849557472785654
0.9344262295081968,0.7808219178082192,0.8507462636968146
1.0,0.8181818181818182,0.8999999950500001
1.0,0.7282608695652174,0.842767290721095
0.9873417721518988,0.7289719626168224,0.8387096725326628
0.8409090909090909,0.6065573770491803,0.7047618998929707
0.9272727272727272,0.7727272727272727,0.8429752016528926
0.9682539682539683,0.7721518987341772,0.8591549246409443
0.9772727272727273,0.5972222222222222,0.7413793056361476
0.9811320754716981,0.6842105263157895,0.8062015455465417
1.0,0.7777777777777778,0.8749999950781251
1.0,0.7708333333333334,0.8705882303778547
0.9661016949152542,0.8507462686567164,0.904761899782061
0.9642857142857143,0.7297297297297297,0.8307692258650888
1.0,0.75,0.8571428522448981
1.0,0.9024390243902439,0.9487179437310981
0.98,0.765625,0.8596491178824254
0.9487179487179487,0.7047619047619048,0.808743164507749
1.0,0.717948717948718,0.8358208906571619
0.984375,0.7875,0.8749999950617283
0.9710144927536232,0.7613636363636364,0.853503179786604
0.975609756097561,0.7407407407407407,0.8421052582515235
0.9803921568627451,0.78125,0.8695652124551985
0.9795918367346939,0.7741935483870968,0.864864859933447
0.9866666666666667,0.7474747474747475,0.8505747077388031
0.9873417721518988,0.7878787878787878,0.8764044894451458
1.0,0.8301886792452831,0.9072164898884048
0.9508196721311475,0.7073170731707317,0.8111888062966405
0.9649122807017544,0.7534246575342466,0.8461538412295858
0.9767441860465116,0.6363636363636364,0.7706421970574868
0.9803921568627451,0.7936507936507936,0.877192977511542
0.9666666666666667,0.7532467532467533,0.846715323544142
0.8928571428571429,0.6329113924050633,0.7407407358858711
1.0,0.6542056074766355,0.7909604471958889
1.0,0.8809523809523809,0.9367088557795226
0.9117647058823529,0.775,0.8378378328707087
