nospo_rouge1_P,nospo_rouge1_R,nospo_rouge1_F1
0.9433962264150944,0.7352941176470589,0.8264462760685746
0.9210526315789473,0.7608695652173914,0.8333333283786848
0.9,0.7941176470588235,0.8437499950195313
0.9583333333333334,0.6052631578947368,0.7419354791259106
0.9333333333333333,0.7241379310344828,0.8155339756621737
0.9743589743589743,0.8085106382978723,0.8837209252758248
0.975,0.7222222222222222,0.8297872291534631
0.9473684210526315,0.9473684210526315,0.9473684160526316
1.0,0.7555555555555555,0.8607594887678257
0.948051948051948,0.8295454545454546,0.8848484798707071
0.9666666666666667,0.8656716417910447,0.9133858217868436
0.9333333333333333,0.6222222222222222,0.7466666618666667
0.8823529411764706,0.6428571428571429,0.743801648015846
0.9795918367346939,0.9230769230769231,0.950495044509362
0.6753246753246753,0.7323943661971831,0.7027026977109204
0.9836065573770492,0.6741573033707865,0.7999999951742223
0.9310344827586207,0.9310344827586207,0.9310344777586208
0.921875,0.6483516483516484,0.7612903177323623
0.9253731343283582,0.775,0.8435374100050905
1.0,0.7,0.8235294069204152
0.9154929577464789,0.7303370786516854,0.8124999950632813
0.9264705882352942,0.6847826086956522,0.7874999951125001
0.925,0.676829268292683,0.7816901359650863
0.9834710743801653,0.6574585635359116,0.7880794653960354
0.958904109589041,0.7070707070707071,0.813953483486344
0.9558823529411765,0.7142857142857143,0.8176100579977058
0.9368421052631579,0.6544117647058824,0.7705627657202826
0.796875,0.46788990825688076,0.589595371060844
0.8974358974358975,0.6542056074766355,0.7567567518796202
0.9594594594594594,0.7319587628865979,0.8304093518156014
0.9027777777777778,0.6074766355140186,0.7262569784313847
0.918918918918919,0.6938775510204082,0.7906976695159545
0.9117647058823529,0.6526315789473685,0.7607361914562084
0.953125,0.7011494252873564,0.8079470149835534
0.9574468085106383,0.75,0.8411214904009083
0.9574468085106383,0.7894736842105263,0.8653846104308432
0.9841269841269841,0.7294117647058823,0.8378378329483199
0.972972972972973,0.72,0.8275862020081914
0.9833333333333333,0.7972972972972973,0.880597009979951
0.9692307692307692,0.7411764705882353,0.8399999950888889
1.0,0.7816091954022989,0.8774193499138399
0.9615384615384616,0.8152173913043478,0.8823529362103807
0.8928571428571429,0.6172839506172839,0.7299270024657681
1.0,0.8852459016393442,0.9391304298011343
0.9019607843137255,0.6666666666666666,0.7666666617791668
0.922077922077922,0.7888888888888889,0.8502993962279035
